record_id,restaurant_name,location,cuisines,estimated_cost,budget_bucket,rating,source
9804,Lassi Pot,btm,beverages,250.0,low,3.3,huggingface
9805,Royal View Restaurant,btm,"arabian, chinese, north indian",700.0,medium,3.7,huggingface
9806,Ober Cafe,koramangala 1st block,"desserts, fast food",200.0,low,3.5,huggingface
9811,Mealsbaba,hsr,north indian,400.0,low,3.7,huggingface
9812,Tawa,koramangala 1st block,north indian,200.0,low,3.4,huggingface
9813,The Kitchen Story,hsr,"chinese, north indian",300.0,low,3.3,huggingface
9814,Ambur Hot Dum Biryani,btm,biryani,200.0,low,3.5,huggingface
9818,Egg Star,hsr,"healthy food, sandwich",300.0,low,3.6,huggingface
9820,Lucky's Biriyani Point,hsr,"biryani, fast food, north indian, south indian",400.0,low,3.4,huggingface
9825,Khichadiwala,hsr,north indian,400.0,low,3.9,huggingface
9828,Nile Garden Restaurant,btm,"beverages, chinese, fast food, north indian",500.0,low,2.6,huggingface
9829,Kullukki,koramangala 5th block,"beverages, fast food, juices",400.0,low,3.5,huggingface
9831,Big Wong XL,koramangala 5th block,"asian, chinese, sushi, thai",1400.0,high,4.5,huggingface
9832,Nagarjuna,koramangala 5th block,"andhra, biryani, north indian",800.0,medium,4.3,huggingface
9833,Kritunga Restaurant,koramangala 5th block,"andhra, biryani, chinese, north indian",650.0,medium,3.8,huggingface
9835,Khawa Karpo,koramangala 5th block,"chinese, momos, tibetan",350.0,low,4.3,huggingface
9836,The Himalayan,koramangala 5th block,korean,1200.0,medium,4.4,huggingface
9837,Art of Delight,koramangala 5th block,"beverages, desserts, ice cream",400.0,low,4.3,huggingface
9844,Food And You,koramangala 5th block,"gujarati, north indian",300.0,low,3.8,huggingface
9845,Crave Bite,jayanagar,"chinese, fast food, italian, momos",400.0,low,3.6,huggingface
9848,Biryani Knights,jp nagar,biryani,300.0,low,3.6,huggingface
9858,Dum & Oven,hsr,"continental, hyderabadi, north indian",600.0,medium,3.7,huggingface
9859,Now Momos,koramangala 7th block,"chinese, fast food, momos",200.0,low,3.4,huggingface
9860,Ammi's Biryani,bommanahalli,"biryani, north indian",500.0,low,2.7,huggingface
9861,Midnight Express,koramangala 5th block,"chinese, continental, north indian",650.0,medium,2.8,huggingface
9864,Hungry Bowl,koramangala 5th block,"chinese, italian, north indian",500.0,low,3.6,huggingface
9866,Midnight Hunger Solutions 24/7,koramangala 5th block,"chinese, mughlai, north indian",500.0,low,3.2,huggingface
9869,Owly,koramangala,"fast food, north indian",350.0,low,3.7,huggingface
9880,Petoo,koramangala 1st block,"fast food, north indian, street food",800.0,medium,3.8,huggingface
9887,Kebarbiq,koramangala 7th block,"arabian, grill, middle eastern, mughlai, north indian",800.0,medium,4.0,huggingface
9888,Red Bawarchi,btm,"biryani, chinese, north indian",600.0,medium,3.0,huggingface
9891,Dosa Bazaar,jp nagar,"south indian, street food",200.0,low,3.9,huggingface
9892,Pakiza Dilli Darbar Restaurant,btm,biryani,300.0,low,3.2,huggingface
9893,Intriicake,hsr,"bakery, desserts, fast food, italian, north indian",350.0,low,3.8,huggingface
9894,Queen Pearls,ejipura,pizza,500.0,low,3.6,huggingface
9895,Sunny's Kitchen,hsr,"american, continental",500.0,low,3.7,huggingface
9896,Bhaijaan Barbeques,south bangalore,"arabian, bbq, mughlai",200.0,low,3.5,huggingface
9901,Halo Chef,koramangala 4th block,north indian,500.0,low,3.9,huggingface
9903,Natuna Seafood House,koramangala 5th block,seafood,450.0,low,4.2,huggingface
9905,TangyLicious,btm,fast food,400.0,low,2.6,huggingface
9906,The Duke of Juices,hsr,"beverages, juices, salad",200.0,low,2.8,huggingface
9907,Gourmet Food Truck,south bangalore,chinese,200.0,low,3.6,huggingface
9909,Chination,koramangala 4th block,chinese,600.0,medium,3.5,huggingface
9912,Delicious Demons,koramangala 1st block,continental,400.0,low,3.3,huggingface
9917,HungerLoft,btm,"arabian, chinese, north indian",800.0,medium,2.5,huggingface
9921,Eat & Joy Restaurant,jp nagar,"fast food, finger food",300.0,low,3.1,huggingface
9923,Zero Kelvin,koramangala 4th block,"beverages, desserts",450.0,low,4.3,huggingface
9924,Ocean,koramangala 6th block,"chinese, continental, italian, mexican",700.0,medium,3.8,huggingface
9925,Kulfi & More,btm,"beverages, ice cream",200.0,low,3.7,huggingface
9929,Sagar Fast Food,btm,"chinese, north indian, south indian",300.0,low,3.7,huggingface
9930,Subham Pal Kitchen,koramangala 1st block,"chinese, north indian",300.0,low,3.3,huggingface
9932,The Retro,koramangala 7th block,"burger, chinese",300.0,low,3.2,huggingface
9933,Raj Darbar,koramangala 6th block,"bengali, chinese, north indian",800.0,medium,3.7,huggingface
9934,Akshaya Grand,btm,north indian,750.0,medium,3.4,huggingface
9936,House Of Commons,koramangala 5th block,"asian, continental, north indian",1000.0,medium,4.8,huggingface
9938,Happy Brew,koramangala 5th block,"american, bbq, chinese, continental, salad",1000.0,medium,4.0,huggingface
9940,Krishna Grand,hsr,south indian,200.0,low,3.2,huggingface
9944,Namms Cafe,koramangala 2nd block,"biryani, fast food, kebab, north indian, rolls, south indian",300.0,low,3.1,huggingface
9953,M World Cafe,koramangala 1st block,cafe,500.0,low,3.5,huggingface
9958,Namaste Kitchen,koramangala 5th block,"chinese, north indian, south indian",400.0,low,3.8,huggingface
9959,India On Wheels,koramangala 3rd block,north indian,400.0,low,3.6,huggingface
9961,Naati Biriyani,btm,"biryani, kebab",300.0,low,3.1,huggingface
9965,California Burrito,koramangala 5th block,"fast food, mexican",400.0,low,4.1,huggingface
9966,Royal Treat,koramangala 5th block,"biryani, chinese, north indian",500.0,low,4.1,huggingface
9967,Moghul Durbar Restaurant,jayanagar,"bbq, kebab, north indian, rolls",550.0,medium,4.0,huggingface
9970,Checkpost,jp nagar,"beverages, north indian, seafood, south indian",600.0,medium,4.1,huggingface
9972,Anjappar,koramangala 4th block,"chettinad, south indian",650.0,medium,3.9,huggingface
9973,Nandhana Palace,koramangala 4th block,"andhra, biryani, chinese, north indian",800.0,medium,4.1,huggingface
9974,Indian Coffee House & Restaurant,koramangala 5th block,"chinese, north indian, south indian",650.0,medium,4.1,huggingface
9975,Samosa Party,koramangala 5th block,"fast food, street food",150.0,low,4.1,huggingface
9978,Johnny Fox,hosur road,"chinese, north indian",1500.0,high,3.9,huggingface
9980,Baba Da Dhaba,koramangala 7th block,north indian,650.0,medium,4.1,huggingface
9981,The ThickShake Factory,koramangala 7th block,"beverages, juices",350.0,low,4.3,huggingface
9982,Navya Andhra Style Restaurant,hosur road,"north indian, south indian",200.0,low,3.5,huggingface
9983,Hari Super Sandwich,jayanagar,"fast food, street food",200.0,low,4.0,huggingface
9984,Taj Durbar,jayanagar,"bbq, north indian",400.0,low,3.8,huggingface
9985,Hatti Punjab Di,hsr,"chinese, north indian",600.0,medium,3.3,huggingface
9986,Hyderabad Bawarchi,jayanagar,"biryani, chinese, north indian",800.0,medium,3.9,huggingface
9988,Shree Thali,koramangala 5th block,north indian,150.0,low,4.0,huggingface
9989,Gundappa Donne Biryani,koramangala 7th block,biryani,200.0,low,3.1,huggingface
9990,Ambur Biryani,koramangala 3rd block,"biryani, chinese",250.0,low,3.5,huggingface
9991,Panjabi Dhaba,bommanahalli,"chinese, north indian",300.0,low,3.2,huggingface
9994,Star Kitchen,bommanahalli,"biryani, chinese, north indian",150.0,low,3.3,huggingface
10001,North Indian And Bengali Mess,koramangala 5th block,"bengali, north indian",300.0,low,3.7,huggingface
10003,The Donut Baker,koramangala 7th block,desserts,150.0,low,3.8,huggingface
10004,Food Theory,hsr,"biryani, chinese, desserts, italian, north indian, sandwich",500.0,low,2.6,huggingface
10005,Momos Corner,hsr,chinese,250.0,low,3.3,huggingface
10007,Rotti Mane,jayanagar,south indian,200.0,low,3.6,huggingface
10010,Meal In A Box,koramangala 7th block,street food,300.0,low,3.6,huggingface
10014,Multi Cakes,jp nagar,"bakery, desserts",200.0,low,3.7,huggingface
10016,Cake Art,jp nagar,bakery,400.0,low,2.9,huggingface
10028,Pai's Kitchen,koramangala 2nd block,south indian,200.0,low,3.5,huggingface
10029,Good Bread,jp nagar,"bakery, desserts",300.0,low,3.6,huggingface
10030,UNIK Food,jayanagar,"chinese, north indian",300.0,low,3.3,huggingface
10035,Adi's Cake N Cafe,bannerghatta road,bakery,400.0,low,3.3,huggingface
10063,Kyakhanahai,koramangala 5th block,"north indian, south indian",400.0,low,3.4,huggingface
10066,Le Rosa Restaurant,hsr,"biryani, mughlai, north indian",700.0,medium,3.2,huggingface
10068,Mysore Carnival Restaurant,koramangala 6th block,"chinese, kerala, north indian, south indian",350.0,low,3.8,huggingface
10069,SVR Foods - Night Ka Khana,jp nagar,"north indian, south indian",400.0,low,3.5,huggingface
10070,Ronnie's Kitchen,koramangala 5th block,chinese,200.0,low,3.1,huggingface
10071,The Tower Of Pizza,koramangala 5th block,"italian, pizza",500.0,low,2.9,huggingface
10072,Indian Dhaba,hsr,"chinese, north indian",450.0,low,3.3,huggingface
10076,Banashankari Donne Biriyani,koramangala 7th block,"biryani, south indian",300.0,low,3.3,huggingface
10078,S.W.A.T Food Truck,koramangala 5th block,"american, fast food",250.0,low,3.7,huggingface
10080,The Little Kitchen,jayanagar,"chinese, momos",300.0,low,3.8,huggingface
10081,The Night King,koramangala 7th block,"chinese, north indian",400.0,low,3.3,huggingface
10082,Niice Cream,koramangala 5th block,"beverages, desserts, ice cream",400.0,low,3.8,huggingface
10083,Prakruthi Restaurant,bommanahalli,"andhra, north indian",400.0,low,3.2,huggingface
10084,Chai Mane,koramangala 5th block,"fast food, juices",150.0,low,3.0,huggingface
10088,Desi Breakk,hsr,north indian,150.0,low,3.3,huggingface
10089,TGS Retails,hsr,"bakery, desserts",600.0,medium,3.3,huggingface
10093,Grand Chillies,hsr,"biryani, chinese, north indian",400.0,low,3.4,huggingface
10094,Kanha's Kafe,koramangala 5th block,"awadhi, bihari, fast food, ice cream, mithai",200.0,low,3.5,huggingface
10105,FrostBite,koramangala 5th block,"desserts, fast food",400.0,low,3.5,huggingface
10109,Jodhpur Jaika,bommanahalli,"north indian, street food",200.0,low,3.3,huggingface
10111,Lets cafe,koramangala 5th block,"chinese, north indian",250.0,low,3.5,huggingface
10112,Homfrez.com,koramangala 1st block,"biryani, chettinad, kerala, maharashtrian, north indian",400.0,low,3.4,huggingface
10113,Malabar Mint,koramangala 5th block,"chinese, kerala, north indian",700.0,medium,3.4,huggingface
10117,The Denny's,jayanagar,"chinese, north indian",900.0,medium,3.7,huggingface
10118,Sri Lakshmi Dhaba,bommanahalli,"chinese, north indian",300.0,low,3.0,huggingface
10125,Hotel Palace,hsr,"biryani, chinese",250.0,low,3.7,huggingface
10126,Desi Vdesi,btm,"fast food, north indian, rolls",250.0,low,3.8,huggingface
10129,Tasty Khaana Khazana,bommanahalli,north indian,300.0,low,3.3,huggingface
10130,Chaai Resto,koramangala 5th block,beverages,300.0,low,2.7,huggingface
10136,House Of Lassi,bommanahalli,"beverages, fast food",250.0,low,3.6,huggingface
10139,Lassi Pot,hsr,beverages,100.0,low,3.3,huggingface
10140,Status,bannerghatta road,"chinese, north indian",600.0,medium,3.3,huggingface
10141,Aaranya Restaurant,hsr,"chinese, mughlai, north indian",800.0,medium,3.4,huggingface
10143,Kerala Mess,koramangala 1st block,kerala,200.0,low,3.4,huggingface
10145,Hot & Cold Hut,koramangala 4th block,"fast food, juices, rolls",200.0,low,3.0,huggingface
10146,Sreeraj Lassi Bar,btm,beverages,150.0,low,4.0,huggingface
10149,Cilantro,koramangala 4th block,"american, continental, european, north indian, steak",1500.0,high,4.0,huggingface
10150,The Open Cafe,hsr,"cafe, chinese, continental",500.0,low,3.7,huggingface
10151,Rimo,koramangala 5th block,"asian, momos, tibetan",500.0,low,3.9,huggingface
10156,Hot Cross Bun,koramangala 6th block,fast food,500.0,low,3.3,huggingface
10158,Baker's Glove,jayanagar,"bakery, desserts",550.0,medium,3.4,huggingface
10163,Bullet Biryani,btm,biryani,300.0,low,3.2,huggingface
10166,Bajji House,hsr,street food,100.0,low,3.5,huggingface
10167,Biryani Spot,btm,"biryani, south indian",300.0,low,3.5,huggingface
10172,Desserts Tree,koramangala 1st block,"desserts, mithai",100.0,low,3.8,huggingface
10173,Om Sweets & Snacks,koramangala 5th block,"bengali, mithai, oriya",150.0,low,3.9,huggingface
10175,Momos Corner,bommanahalli,"chinese, momos, rolls",250.0,low,3.1,huggingface
10177,Healthy Yummy Food Restaurant,hsr,"beverages, chinese, italian, north indian",900.0,medium,3.6,huggingface
10182,Shabari Kitchen,koramangala 1st block,"chinese, south indian",150.0,low,3.5,huggingface
10183,#L-81 Cafe,hsr,"beverages, fast food",400.0,low,3.9,huggingface
10184,House Of Wholewheat,koramangala 1st block,"bakery, desserts",200.0,low,3.1,huggingface
10186,Dabba Karkhana,btm,north indian,300.0,low,3.5,huggingface
10188,Hotel Tadaka House,bommanahalli,"biryani, chinese, north indian",300.0,low,3.4,huggingface
10189,Eat Sleep Eat Repeat,koramangala 5th block,"chinese, continental, north indian",200.0,low,3.5,huggingface
10193,Aroma Fine Dine,hsr,"chinese, mughlai, north indian, south indian",900.0,medium,4.0,huggingface
10194,Amma's Pastries,btm,"bakery, desserts",400.0,low,4.2,huggingface
10195,Choco Cheese,btm,"beverages, desserts",300.0,low,4.4,huggingface
10197,Tempteys,btm,beverages,300.0,low,4.2,huggingface
10198,LayerBite,btm,"bakery, beverages, desserts",450.0,low,4.0,huggingface
10199,eat.fit,btm,"biryani, continental, desserts, healthy food, north indian",500.0,low,4.5,huggingface
10200,Coco Barista,btm,"beverages, burger, cafe, rolls",400.0,low,3.7,huggingface
10201,Waffle Head,btm,"beverages, desserts",300.0,low,4.0,huggingface
10203,Kanti Sweets,btm,"mithai, street food",400.0,low,4.2,huggingface
10204,Laddoos,btm,"mithai, street food",200.0,low,3.4,huggingface
10205,Sreeraj Lassi Bar,btm,beverages,200.0,low,4.0,huggingface
10206,Keventers,btm,"beverages, desserts, ice cream",400.0,low,3.8,huggingface
10207,Shri Ram Sweet Centre,btm,"mithai, street food",150.0,low,4.0,huggingface
10210,CakeZone,btm,"bakery, desserts",500.0,low,4.1,huggingface
10211,Rock Stone Ice Cream Factory,btm,ice cream,250.0,low,4.0,huggingface
10213,Shagun Sweets & Foods,btm,"chinese, mithai, north indian, street food",400.0,low,3.6,huggingface
10214,Thanco's Natural Ice Cream,btm,"desserts, ice cream",450.0,low,3.8,huggingface
10215,Hang10 Resto N Cafe,btm,"beverages, chinese, north indian",800.0,medium,3.8,huggingface
10216,Just Bake,btm,bakery,400.0,low,3.3,huggingface
10217,Sweet Truth,btm,"bakery, desserts",500.0,low,4.0,huggingface
10221,New Surya Sweets & Snacks,btm,"fast food, mithai",300.0,low,3.5,huggingface
10223,Sri Devi Baker's,btm,"bakery, street food",200.0,low,3.9,huggingface
10224,KC Das - The Delite Foods,btm,"mithai, street food",200.0,low,3.3,huggingface
10225,Jodhpur Sweets & Corner,btm,"desserts, mithai, street food",200.0,low,3.7,huggingface
10228,Svadu Sweets & Savouries,btm,"mithai, street food",200.0,low,3.7,huggingface
10229,Freeze It,btm,desserts,300.0,low,3.6,huggingface
10233,Bangali Babu Restaurant,btm,"desserts, fast food, mithai",250.0,low,3.2,huggingface
10234,Kulfi & More,btm,ice cream,100.0,low,3.7,huggingface
10236,Jigarthanda,btm,"desserts, fast food, rolls",200.0,low,3.6,huggingface
10245,Fritz Haber,south bangalore,"desserts, ice cream",400.0,low,3.3,huggingface
10248,Gelato Pazzo,btm,desserts,200.0,low,3.8,huggingface
10249,Calvin's,btm,desserts,600.0,medium,3.7,huggingface
10257,New Surya Sweets & Snacks,btm,"mithai, street food",350.0,low,3.2,huggingface
10260,Gelato Italiano,btm,"bakery, desserts, ice cream",200.0,low,3.7,huggingface
10262,Juice Shop,btm,"beverages, ice cream, juices",150.0,low,3.6,huggingface
10264,Kurtoskalacs,koramangala 5th block,"desserts, fast food",400.0,low,4.6,huggingface
10266,Sixth Avenue Cafe And Patisserie,koramangala 5th block,"cafe, desserts, italian",600.0,medium,4.5,huggingface
10270,Lot Like Crepes,koramangala 7th block,"continental, desserts",550.0,medium,4.6,huggingface
10271,Corner House Ice Cream,jayanagar,"desserts, ice cream",400.0,low,4.5,huggingface
10275,99 Pancakes,koramangala 5th block,"beverages, cafe, desserts, ice cream",300.0,low,4.5,huggingface
10280,Cream Chemistry,koramangala 5th block,"desserts, ice cream",500.0,low,3.9,huggingface
10282,The Belgian Waffle Co.,koramangala 5th block,"beverages, desserts",350.0,low,4.2,huggingface
10284,BelgYum,koramangala 7th block,desserts,400.0,low,4.1,huggingface
10285,Belgian Waffle Factory,koramangala 5th block,desserts,400.0,low,4.9,huggingface
10287,Frozen Bottle,koramangala 5th block,"beverages, desserts, ice cream",400.0,low,4.1,huggingface
10289,Krispy Kreme,koramangala 7th block,"beverages, desserts",300.0,low,4.2,huggingface
10291,Banchharam,koramangala 7th block,"mithai, street food",200.0,low,3.9,huggingface
10293,Cream Stone,koramangala 5th block,"beverages, desserts, ice cream",500.0,low,4.2,huggingface
10294,Baskin Robbins,koramangala 7th block,"desserts, ice cream",300.0,low,4.1,huggingface
10296,The Waffles Hut,koramangala 5th block,"beverages, desserts",400.0,low,3.8,huggingface
10298,Lassi Shop,koramangala 5th block,"beverages, ice cream",200.0,low,4.1,huggingface
10302,WAFL Co,koramangala 5th block,"beverages, desserts",400.0,low,4.2,huggingface
10304,WAFL,bannerghatta road,"american, beverages, desserts",400.0,low,4.0,huggingface
10305,Kwality Cakes N Bakes,hsr,"bakery, desserts",400.0,low,3.7,huggingface
10307,Frolic,koramangala 7th block,"ice cream, juices",200.0,low,4.2,huggingface
10314,Smooth,bannerghatta road,"desserts, ice cream",500.0,low,3.7,huggingface
10318,Brownie Heaven,koramangala 5th block,desserts,300.0,low,4.0,huggingface
10319,Iyengar's Bakery,koramangala 6th block,"bakery, fast food",200.0,low,3.5,huggingface
10320,Cafe Arabica,bannerghatta road,"arabian, bakery, cafe, fast food",700.0,medium,3.8,huggingface
10321,Sri Annapoorna Bajji Center,jayanagar,"mithai, street food",100.0,low,3.9,huggingface
10323,Lassi Corner,koramangala 5th block,"beverages, desserts",150.0,low,3.5,huggingface
10324,Bunny Bakers,jayanagar,"bakery, fast food",250.0,low,3.6,huggingface
10327,Tummy Fuel,jayanagar,"beverages, cafe, fast food, street food",400.0,low,4.1,huggingface
10328,Food Theory,hsr,"biryani, chinese, desserts, italian, north indian, sandwich",500.0,low,2.5,huggingface
10329,Karachi Bakery,koramangala 5th block,"bakery, desserts, fast food",400.0,low,3.4,huggingface
10334,INDULGE by InnerChef,koramangala 7th block,"bakery, desserts",400.0,low,3.5,huggingface
10345,Gruhalakshmi Home Foods,bommanahalli,mithai,250.0,low,3.3,huggingface
10347,Bake Addiction,jp nagar,"bakery, desserts",500.0,low,4.1,huggingface
10357,Bake The Cake,bommanahalli,"bakery, beverages, fast food",250.0,low,3.2,huggingface
10363,Me And My Cake,bommanahalli,"bakery, desserts",500.0,low,3.2,huggingface
10367,Arafa Juice Center,koramangala 5th block,"desserts, fast food, juices",250.0,low,3.5,huggingface
10368,Shree Mithai,koramangala 7th block,"desserts, mithai, street food",150.0,low,3.3,huggingface
10370,Meraki Patisserie,jayanagar,"bakery, desserts",350.0,low,3.3,huggingface
10380,Mother Nature Kulfi,jayanagar,"desserts, ice cream",200.0,low,3.6,huggingface
10382,Squeez Juice Bars,bannerghatta road,"ice cream, juices",250.0,low,3.3,huggingface
10383,Cafe Coffee Day,jayanagar,"cafe, fast food",900.0,medium,3.5,huggingface
10384,Cream N Desserts,koramangala 7th block,"beverages, desserts",400.0,low,3.7,huggingface
10385,Cake Yard,koramangala 7th block,desserts,250.0,low,2.9,huggingface
10386,Sangam Sweets,koramangala 3rd block,"mithai, street food",200.0,low,3.8,huggingface
10417,A2B - Adyar Ananda Bhavan,btm,"chinese, fast food, north indian, south indian, street food",400.0,low,3.8,huggingface
10431,Brother?s Bar & Kitchen,btm,"chinese, north indian",1000.0,medium,3.4,huggingface
10455,Zam Zam Darbar,btm,"biryani, chinese, north indian",500.0,low,2.9,huggingface
10460,Mayur,btm,"andhra, chinese, north indian",500.0,low,3.6,huggingface
10477,Golden Grill Restaurant,btm,"arabian, chinese, kerala, north indian, seafood",550.0,medium,3.5,huggingface
10492,Zanzibar - Davanam Sarovar Portico Suites,btm,finger food,1200.0,medium,3.5,huggingface
10502,Cafe Coffee Day,btm,"cafe, fast food",900.0,medium,3.3,huggingface
10506,Seekers Cafe,btm,"continental, italian",500.0,low,3.6,huggingface
10515,100ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ°C,btm,"biryani, north indian",450.0,low,3.7,huggingface
10516,Ma-Arya Family Restaurant,btm,"andhra, biryani, chinese, north indian, south indian",600.0,medium,3.1,huggingface
10517,Sri Durga Cane Fresh,btm,"beverages, fast food, juices",100.0,low,3.4,huggingface
10527,Benzys,btm,"arabian, chinese, hyderabadi, kerala",700.0,medium,3.2,huggingface
10529,Nanna Munna,btm,"chinese, north indian",200.0,low,3.4,huggingface
10530,Bamboo Heights,btm,"chinese, continental, fast food",500.0,low,3.7,huggingface
10536,Chai Point,btm,"beverages, fast food, tea",250.0,low,4.0,huggingface
10541,Pizza Hut,btm,"fast food, pizza",750.0,medium,3.3,huggingface
10554,Kannur Food Point,btm,"kerala, north indian",200.0,low,4.0,huggingface
10556,Ambur Star Briyani,btm,"biryani, kebab",400.0,low,3.5,huggingface
10559,KFC,btm,"burger, fast food",400.0,low,3.9,huggingface
10560,Domino's Pizza,btm,"fast food, pizza",400.0,low,4.1,huggingface
10563,Faasos,btm,"biryani, fast food, north indian",500.0,low,3.9,huggingface
10576,New Limra Hotel,btm,"biryani, fast food, south indian",200.0,low,3.4,huggingface
10581,Bangalore Star Biriyani,btm,"biryani, chinese, north indian",300.0,low,3.4,huggingface
10587,Kabab Magic,btm,"fast food, kebab, north indian",500.0,low,3.9,huggingface
10596,Just Shawarma,btm,arabian,300.0,low,3.9,huggingface
10599,Chaatimes,btm,"fast food, street food",200.0,low,3.4,huggingface
10602,Zeeshan,btm,"biryani, mughlai, north indian, rolls",700.0,medium,2.8,huggingface
10627,Kesar Sweet Shop and Fast Food,btm,"chinese, mithai, north indian, south indian, street food",500.0,low,4.0,huggingface
10633,New Kabab Zone,btm,"fast food, north indian",500.0,low,3.5,huggingface
10634,McDonald's,btm,"burger, fast food",500.0,low,3.6,huggingface
10635,Udupi Gokul Cafe,btm,south indian,300.0,low,3.8,huggingface
10642,Namma Kadai,btm,south indian,150.0,low,3.4,huggingface
10650,Nellore Dosa Camp,btm,"andhra, south indian",70.0,low,3.3,huggingface
10655,Sri Saravana Bhavan,btm,south indian,200.0,low,3.7,huggingface
10658,Gangothri Kabab Corner,btm,north indian,400.0,low,3.1,huggingface
10659,Thalassery Cafe,btm,street food,150.0,low,3.4,huggingface
10665,Cafe 58,btm,"biryani, fast food",200.0,low,3.4,huggingface
10667,Five Star Chicken,btm,fast food,350.0,low,3.5,huggingface
10685,Mangalore Lunch Home,btm,"mangalorean, north indian, south indian",250.0,low,3.6,huggingface
10702,Meat And Eat,btm,"burger, fast food",500.0,low,3.1,huggingface
10713,Sri Vishnupriya,btm,"chinese, north indian, south indian",300.0,low,3.0,huggingface
10715,Aarya Pork Hotel,btm,"biryani, chinese, south indian",300.0,low,3.3,huggingface
10716,Sri Krishna Sagar,btm,"chinese, north indian, south indian",200.0,low,3.6,huggingface
10759,Pout,btm,beverages,400.0,low,4.0,huggingface
10768,Hotel Meed Cafe,btm,"north indian, south indian",250.0,low,3.2,huggingface
10769,Karavali Lunch Home,btm,kerala,200.0,low,3.3,huggingface
10773,Sri Udupi Sagar,btm,south indian,200.0,low,3.5,huggingface
10782,Hot Burg,btm,"fast food, juices",300.0,low,3.5,huggingface
10785,Ande Ka Funda,btm,"fast food, north indian, rolls",250.0,low,2.8,huggingface
10786,Desi Adda,btm,"chinese, north indian",300.0,low,3.3,huggingface
10793,Basawa Hotel,btm,south indian,250.0,low,3.4,huggingface
10804,Friend's Kitchen,btm,"chinese, south indian",150.0,low,3.5,huggingface
10811,South Side,btm,"beverages, south indian",250.0,low,3.3,huggingface
10814,Barkat,btm,kerala,250.0,low,3.4,huggingface
10827,C K Bake & Juice,btm,"juices, street food",150.0,low,3.1,huggingface
10829,Hotel Mirchi Red,btm,"chinese, north indian",400.0,low,3.0,huggingface
10847,SGS Non Veg - Gundu Pulav,btm,"biryani, fast food",400.0,low,3.6,huggingface
10858,Gallop Bar - Davanam Sarovar Portico Suites,koramangala 2nd block,finger food,1600.0,high,3.5,huggingface
10866,Bombay Adda,koramangala 7th block,modern indian,1100.0,medium,4.5,huggingface
10874,The Reservoire,koramangala 5th block,"american, chinese, continental, finger food, north indian, pizza",1300.0,high,4.5,huggingface
10875,Indigo XP,koramangala 5th block,"asian, continental, finger food, north indian",1400.0,high,4.3,huggingface
10878,Fenny's Lounge And Kitchen,koramangala 7th block,"continental, mediterranean, pizza, salad, seafood",1600.0,high,4.5,huggingface
10879,Sharief Bhai,koramangala 5th block,"biryani, mughlai",700.0,medium,4.3,huggingface
10883,ECHOES Koramangala,koramangala 5th block,"american, chinese, continental, italian, north indian",750.0,medium,4.7,huggingface
10885,Chianti,koramangala 5th block,italian,1500.0,high,4.7,huggingface
10890,Drava,koramangala 5th block,"asian, continental, north indian, pizza",1500.0,high,4.4,huggingface
10891,The Terrace at Gilly's Redefined,koramangala 4th block,"asian, continental, finger food, north indian",1400.0,high,4.6,huggingface
10892,The Boozy Griffin,koramangala 5th block,"continental, european",1800.0,high,4.6,huggingface
10894,Simon Says Brew Works,koramangala 5th block,"american, burger, continental, italian, modern indian, pizza",1400.0,high,4.5,huggingface
10900,Myu Bar at Gilly's Redefined,koramangala 4th block,"american, continental, finger food, italian, north indian, pizza",1200.0,medium,4.4,huggingface
10905,Kobe Sizzlers,koramangala 5th block,"american, continental, fast food, steak",1000.0,medium,4.1,huggingface
10906,Public - The Rooftop Bar And Kitchen,bannerghatta road,"andhra, chinese, north indian, south indian",1000.0,medium,4.3,huggingface
10909,Al-Bek,jayanagar,"chinese, mughlai, north indian, seafood",650.0,medium,3.9,huggingface
10913,Shanmukha,jayanagar,"andhra, biryani, chinese, north indian",800.0,medium,4.4,huggingface
10934,Chinita Real Mexican Food,koramangala 5th block,mexican,1200.0,medium,4.5,huggingface
10948,Karama Restaurant,koramangala 5th block,"arabian, beverages, north indian",750.0,medium,4.1,huggingface
10955,Sathya's,koramangala 3rd block,"chinese, north indian",1200.0,medium,4.1,huggingface
10962,Rajdhani Thali Restaurant,koramangala 7th block,north indian,900.0,medium,4.0,huggingface
10964,Chung Wah,koramangala 5th block,"chinese, momos, thai, vietnamese",800.0,medium,4.0,huggingface
10976,Mani's Dum Biryani,koramangala 5th block,"biryani, kebab",750.0,medium,3.9,huggingface
10981,Tilt Gastro Lounge,koramangala 5th block,"american, chinese, continental, north indian",1500.0,high,4.1,huggingface
10986,52 Wall Street,koramangala 6th block,"american, continental, finger food",1400.0,high,3.9,huggingface
10987,Bulls N Bears - Bar Trade Xchange,koramangala 5th block,"continental, finger food, north indian, pizza",1000.0,medium,3.9,huggingface
11000,Sutra Spice-The Resto Bar,koramangala 4th block,"andhra, south indian",1000.0,medium,3.9,huggingface
11002,Smoke - The Sizzler House,koramangala 7th block,"bbq, chinese, continental, italian, steak, thai",1100.0,medium,4.0,huggingface
11007,JukeBox,koramangala 7th block,"chinese, continental, italian, north indian, parsi, steak",1000.0,medium,3.9,huggingface
11009,Sherlock's Pub,koramangala 5th block,"chinese, continental, north indian",1300.0,high,3.9,huggingface
11013,Starbucks,jp nagar,"cafe, desserts",700.0,medium,4.2,huggingface
